phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action,author,breadcrumbs,broken_external_links,broken_internal_links,canonical,canonical_target_status,content_hash,description_length,duplicate_description,duplicate_title,external_outbound_links,image_count,indexable,internal_inbound_links,internal_outbound_links,issues,lang,local_status,meta_description,missing_alt,missing_dimensions,orphan,page_depth,production_status,robots_directives,schema_types,sitemap_included,title,title_length
baseline,https://typescript.robertdevore.com/lessons/modules/,content/lessons/19-modules.md,lessons,Follow an import from TypeScript source to the code your runtime loads.,learn and practice,developers with basic programming familiarity,"ESM, CommonJS & module resolution","ESM, CommonJS & module resolution",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Package map exercise;Runtime drill;Professional pattern;Checkpoint;Sources,"ESM, CommonJS & module resolution","[[""h1"", ""ESM, CommonJS & module resolution""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Package map exercise""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",846,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/modules/,200,1961c5b55bfb7f326b805a4c7e6734246103fd9c2b45f27d7295d513cf267aef,71,False,False,5,0,True,58,72,"no structured data (opportunity, not search requirement)",en,200,Follow an import from TypeScript source to the code your runtime loads.,0,0,False,2,200,,,True,"ESM, CommonJS & module resolution · TypeScript Course",53
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,content/lessons/12-keyof-typeof-indexed-access.md,lessons,Keep property names and their values connected in reusable APIs.,learn and practice,developers with basic programming familiarity,"keyof, typeof & indexed access","keyof, typeof & indexed access",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,"keyof, typeof & indexed access","[[""h1"", ""keyof, typeof & indexed access""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",761,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,200,ed4024289a01a70dbbf9c37d245e4917cf29222704bdc58d3376ad65e2a604b1,64,False,False,5,0,True,58,73,"no structured data (opportunity, not search requirement)",en,200,Keep property names and their values connected in reusable APIs.,0,0,False,2,200,,,True,"keyof, typeof & indexed access · TypeScript Course",50
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,content/lessons/24-static-analysis.md,lessons,"Understand what the compiler, linter, formatter, and tests each check.",learn and practice,developers with basic programming familiarity,"Linting, formatting & static analysis","Linting, formatting & static analysis",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;A small workflow;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"Linting, formatting & static analysis","[[""h1"", ""Linting, formatting & static analysis""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""A small workflow""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",719,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/static-analysis/,200,5e48f47f274f989a01509e97d7009b64944ebaaece86ca38ad2b38f649c52c6e,70,False,False,5,0,True,58,73,"no structured data (opportunity, not search requirement)",en,200,"Understand what the compiler, linter, formatter, and tests each check.",0,0,False,2,200,,,True,"Linting, formatting & static analysis · TypeScript Course",57
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,content/lessons/14-conditional-types.md,lessons,"Use conditional types and infer, and learn when unions distribute.",learn and practice,developers with basic programming familiarity,Conditional types & infer,Conditional types & infer,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Conditional types & infer,"[[""h1"", ""Conditional types & infer""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",802,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/conditional-types/,200,b48f5cb86954d3429e70b78fe6d6734ef2161accc076424c9616e17aea0c9e53,66,False,False,4,0,True,58,72,"no structured data (opportunity, not search requirement)",en,200,"Use conditional types and infer, and learn when unions distribute.",0,0,False,2,200,,,True,Conditional types & infer · TypeScript Course,45
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,content/lessons/09-any-unknown-never-void.md,lessons,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",learn and practice,developers with basic programming familiarity,"any, unknown, never & void","any, unknown, never & void",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"any, unknown, never & void","[[""h1"", ""any, unknown, never & void""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",762,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,200,33064e16eb939f1b3a5f140d57618a6f3ed7c0ad542b29fba6d1cba34dc1612f,101,False,False,4,0,True,57,72,"no structured data (opportunity, not search requirement)",en,200,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",0,0,False,2,200,,,True,"any, unknown, never & void · TypeScript Course",46
baseline,https://typescript.robertdevore.com/reference/,scripts/build.mjs,reference,"Find TypeScript concepts, common errors, and the lesson that explains them.",navigate course/reference,developers with basic programming familiarity,TypeScript reference,TypeScript reference,Runtime versus static contracts;Inference and modeling;Applications and libraries;Error-oriented index,TypeScript reference,"[[""h1"", ""TypeScript reference""], [""h2"", ""Runtime versus static contracts""], [""h2"", ""Inference and modeling""], [""h2"", ""Applications and libraries""], [""h2"", ""Error-oriented index""]]",386,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/reference/,200,dae52dd2cc538408fed2f743671831a1a7f4e921fccd0dacce1f39ffb08b94a8,75,False,False,2,0,True,101,62,"no structured data (opportunity, not search requirement)",en,200,"Find TypeScript concepts, common errors, and the lesson that explains them.",0,0,False,1,200,,,True,TypeScript reference · TypeScript Course,40
after,https://typescript.robertdevore.com/,scripts/build.mjs,home,"A free, self-guided TypeScript course: 36 lessons, five builds, verified examples, and a production capstone. JavaScript underneath. Types above it.",navigate course/reference,developers with basic programming familiarity,Learn TypeScript.Build appsand libraries.,Learn TypeScript.Build appsand libraries.,Start with the basics.Build at every stage.;Types check your code.Validation checks your data.;Build a jobexecution platform.,Learn TypeScript.Build appsand libraries.,"[[""h1"", ""Learn TypeScript.Build appsand libraries.""], [""h2"", ""Start with the basics.Build at every stage.""], [""h3"", ""Foundations""], [""h3"", ""The type system""], [""h3"", ""Real applications""], [""h3"", ""Libraries & scale""], [""h3"", ""Advanced & production""], [""h2"", ""Types check your code.Validation checks your data.""], [""h2"", ""Build a jobexecution platform.""]]",348,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/,200,1074ec07885e9297b304e2d857732b5e84cbb36c40e8b956d17a311d5b7cea98,148,False,False,2,0,True,194,31,,en,200,"A free, self-guided TypeScript course: 36 lessons, five builds, verified examples, and a production capstone. JavaScript underneath. Types above it.",0,0,False,0,200,,WebSite;WebPage,True,Learn TypeScript. Build apps and libraries. · TypeScript Course,63
after,https://typescript.robertdevore.com/research/,scripts/build.mjs,research,"The course's verified TypeScript baseline, evidence ledger, and release status.",navigate course/reference,developers with basic programming familiarity,Sources & versions,Sources & versions,Stable teaching baseline;Authoritative source ledger;Contributor reference lenses;Verification policy,Sources & versions,"[[""h1"", ""Sources & versions""], [""h2"", ""Stable teaching baseline""], [""h2"", ""Authoritative source ledger""], [""h2"", ""Contributor reference lenses""], [""h2"", ""Verification policy""]]",717,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/research/,200,4a85cb8a8743638e76c743ab21710f6c3dcf395cc254282675f1c7df6d5e237f,79,False,False,29,0,True,100,18,,en,200,"The course's verified TypeScript baseline, evidence ledger, and release status.",0,0,False,1,200,,WebSite;WebPage;BreadcrumbList,True,Sources & versions · TypeScript Course,38
after,https://typescript.robertdevore.com/course/,scripts/build.mjs,course,"All 36 TypeScript lessons and five milestone builds in order, with local progress and clear checkpoints.",navigate course/reference,developers with basic programming familiarity,Your TypeScriptlearning path.,Your TypeScriptlearning path.,Foundations;The type system;Real applications;Libraries & scale;Advanced & production,Your TypeScriptlearning path.,"[[""h1"", ""Your TypeScriptlearning path.""], [""h2"", ""Foundations""], [""h2"", ""The type system""], [""h2"", ""Real applications""], [""h2"", ""Libraries & scale""], [""h2"", ""Advanced & production""]]",315,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/course/,200,41394209bbfaa57fa449d60abc97f74cbb95b84a22580d45cd4d4175fc02390d,104,False,False,2,0,True,240,59,,en,200,"All 36 TypeScript lessons and five milestone builds in order, with local progress and clear checkpoints.",0,0,False,1,200,,WebSite;CollectionPage;BreadcrumbList,True,The complete learning path · TypeScript Course,46
after,https://typescript.robertdevore.com/tracks/,scripts/build.mjs,tracks,"Continue into backend, frontend, library, type-level, tooling, or enterprise TypeScript.",navigate course/reference,developers with basic programming familiarity,Optional specialization tracks,Optional specialization tracks,Backend TypeScript;Frontend TypeScript;Library engineering;Type-level TypeScript;Tooling & compiler APIs;Monorepo & enterprise TypeScript,Optional specialization tracks,"[[""h1"", ""Optional specialization tracks""], [""h2"", ""Backend TypeScript""], [""h2"", ""Frontend TypeScript""], [""h2"", ""Library engineering""], [""h2"", ""Type-level TypeScript""], [""h2"", ""Tooling & compiler APIs""], [""h2"", ""Monorepo & enterprise TypeScript""]]",533,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/tracks/,200,9a7e08016ec69b0cacc3502bfea038ac0b92965694216689a96676d04292a058,88,False,False,2,0,True,51,28,,en,200,"Continue into backend, frontend, library, type-level, tooling, or enterprise TypeScript.",0,0,False,1,200,,WebSite;WebPage;BreadcrumbList,True,Optional specialization tracks · TypeScript Course,50
after,https://typescript.robertdevore.com/about/,scripts/build.mjs,about,How to study this independent TypeScript course and verify your work.,navigate course/reference,developers with basic programming familiarity,About the course,About the course,How to study;Get the runnable course;Find an answer;Progress and privacy;Versions and sources;Author and references,About the course,"[[""h1"", ""About the course""], [""h2"", ""How to study""], [""h2"", ""Get the runnable course""], [""h2"", ""Find an answer""], [""h2"", ""Progress and privacy""], [""h2"", ""Versions and sources""], [""h2"", ""Author and references""]]",520,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/about/,200,6c0b642fd7bfdf7f7836d0513849de34795250af4ac1dd6bee83cc70cb48d043,69,False,False,4,0,True,99,22,,en,200,How to study this independent TypeScript course and verify your work.,0,0,False,1,200,,WebSite;AboutPage;BreadcrumbList,True,About the course · TypeScript Course,36
after,https://typescript.robertdevore.com/builds/package-consumer/,content/builds/04-package-consumer.md,builds,Prepare a releasable package and prove its runtime and declaration contracts from a fresh install.,learn and practice,developers with basic programming familiarity,Build 4: package & independent consumer,Build 4: package & independent consumer,The brief;Milestone 1 — Define the support envelope;Milestone 2 — Produce both artifacts;Milestone 3 — Configure package exports;Milestone 4 — Inspect the tarball;Milestone 5 — Install outside the workspace;Milestone 6 — Review compatibility;Type-checker drill;Runtime-boundary drill;Documentation and release notes;Review rubric;Completion checkpoint,Build 4: package & independent consumer,"[[""h1"", ""Build 4: package & independent consumer""], [""h2"", ""The brief""], [""h2"", ""Milestone 1 \u2014 Define the support envelope""], [""h2"", ""Milestone 2 \u2014 Produce both artifacts""], [""h2"", ""Milestone 3 \u2014 Configure package exports""], [""h2"", ""Milestone 4 \u2014 Inspect the tarball""], [""h2"", ""Milestone 5 \u2014 Install outside the workspace""], [""h2"", ""Milestone 6 \u2014 Review compatibility""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Documentation and release notes""], [""h2"", ""Review rubric""], [""h2"", ""Completion checkpoint""]]",839,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/builds/package-consumer/,200,e93c0d95d6e9b25cba87c6a852681aeffaeaf48bca58d4cea45657550ba5011e,98,False,False,2,0,True,58,75,,en,200,Prepare a releasable package and prove its runtime and declaration contracts from a fresh install.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Build 4: package & independent consumer · TypeScript Course,59
after,https://typescript.robertdevore.com/builds/capstone/,content/builds/05-capstone.md,builds,"Design, implement, test, package, and operate a complete job system through explicit milestones.",learn and practice,developers with basic programming familiarity,Capstone: typed job execution platform,Capstone: typed job execution platform,The brief;Deliverables;Milestone 1 — Model identity and state;Milestone 2 — Establish runtime contracts;Milestone 3 — Build the executor;Milestone 4 — Persist and recover;Milestone 5 — Expose HTTP and CLI adapters;Milestone 6 — Package the owned contracts;Milestone 7 — Own production lifecycle;Milestone 8 — Release and defend the design;Final review rubric;Diagnostic challenge;Completion checkpoint,Capstone: typed job execution platform,"[[""h1"", ""Capstone: typed job execution platform""], [""h2"", ""The brief""], [""h2"", ""Deliverables""], [""h2"", ""Milestone 1 \u2014 Model identity and state""], [""h2"", ""Milestone 2 \u2014 Establish runtime contracts""], [""h2"", ""Milestone 3 \u2014 Build the executor""], [""h2"", ""Milestone 4 \u2014 Persist and recover""], [""h2"", ""Milestone 5 \u2014 Expose HTTP and CLI adapters""], [""h2"", ""Milestone 6 \u2014 Package the owned contracts""], [""h2"", ""Milestone 7 \u2014 Own production lifecycle""], [""h2"", ""Milestone 8 \u2014 Release and defend the design""], [""h2"", ""Final review rubric""], [""h2"", ""Diagnostic challenge""], [""h2"", ""Completion checkpoint""]]",1350,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/builds/capstone/,200,cf8d0c713a3a1e9880ed939bce9e73d44169dba3c9d0ddc841652de87487c585,96,False,False,2,0,True,59,76,,en,200,"Design, implement, test, package, and operate a complete job system through explicit milestones.",0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Capstone: typed job execution platform · TypeScript Course,58
after,https://typescript.robertdevore.com/builds/data-utility/,content/builds/01-data-utility.md,builds,"Parse a local job file, reject malformed input, and print an honest summary.",learn and practice,developers with basic programming familiarity,Build 1: command-line data utility,Build 1: command-line data utility,The brief;Inputs and outputs;Milestone 1 — Own the toolchain;Milestone 2 — Parse unknown input;Milestone 3 — Model outcomes;Milestone 4 — Verify the process boundary;Type-checker drill;Runtime-boundary drill;Compare after implementation;Review questions;Completion checkpoint,Build 1: command-line data utility,"[[""h1"", ""Build 1: command-line data utility""], [""h2"", ""The brief""], [""h2"", ""Inputs and outputs""], [""h2"", ""Milestone 1 \u2014 Own the toolchain""], [""h2"", ""Milestone 2 \u2014 Parse unknown input""], [""h2"", ""Milestone 3 \u2014 Model outcomes""], [""h2"", ""Milestone 4 \u2014 Verify the process boundary""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Compare after implementation""], [""h2"", ""Review questions""], [""h2"", ""Completion checkpoint""]]",888,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/builds/data-utility/,200,da88f77e203787d55282acb0252b945c241c07dea5be698bd3f8c4061ac54527,76,False,False,2,0,True,57,74,,en,200,"Parse a local job file, reject malformed input, and print an honest summary.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Build 1: command-line data utility · TypeScript Course,54
after,https://typescript.robertdevore.com/builds/library-cli/,content/builds/02-library-cli.md,builds,"Extract domain behavior, preserve inference, and test both runtime and public type contracts.",learn and practice,developers with basic programming familiarity,Build 2: reusable library & CLI,Build 2: reusable library & CLI,The brief;Public domain contract;Milestone 1 — Separate ownership;Milestone 2 — Use precise results;Milestone 3 — Add one justified generic;Milestone 4 — Test runtime contracts;Milestone 5 — Test type contracts;Runtime-boundary drill;Type-checker drill;Compare after implementation;Review rubric;Completion checkpoint,Build 2: reusable library & CLI,"[[""h1"", ""Build 2: reusable library & CLI""], [""h2"", ""The brief""], [""h2"", ""Public domain contract""], [""h2"", ""Milestone 1 \u2014 Separate ownership""], [""h2"", ""Milestone 2 \u2014 Use precise results""], [""h2"", ""Milestone 3 \u2014 Add one justified generic""], [""h2"", ""Milestone 4 \u2014 Test runtime contracts""], [""h2"", ""Milestone 5 \u2014 Test type contracts""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Type-checker drill""], [""h2"", ""Compare after implementation""], [""h2"", ""Review rubric""], [""h2"", ""Completion checkpoint""]]",883,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/builds/library-cli/,200,3f19622165b9c4e6dfabb9e796ed65d4252577d02696713bb9f147fd9c19a3e3,93,False,False,2,0,True,58,75,,en,200,"Extract domain behavior, preserve inference, and test both runtime and public type contracts.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Build 2: reusable library & CLI · TypeScript Course,51
after,https://typescript.robertdevore.com/builds/application/,content/builds/03-application.md,builds,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",learn and practice,developers with basic programming familiarity,Build 3: validated HTTP application,Build 3: validated HTTP application,The brief;Observable contract;Milestone 1 — Parse startup configuration;Milestone 2 — Build a trustworthy client;Milestone 3 — Own application concurrency;Milestone 4 — Make errors and logs useful;Milestone 5 — Shut down gracefully;Milestone 6 — Test both seams and real HTTP;Type-checker and runtime drills;Production review;Completion checkpoint,Build 3: validated HTTP application,"[[""h1"", ""Build 3: validated HTTP application""], [""h2"", ""The brief""], [""h2"", ""Observable contract""], [""h2"", ""Milestone 1 \u2014 Parse startup configuration""], [""h2"", ""Milestone 2 \u2014 Build a trustworthy client""], [""h2"", ""Milestone 3 \u2014 Own application concurrency""], [""h2"", ""Milestone 4 \u2014 Make errors and logs useful""], [""h2"", ""Milestone 5 \u2014 Shut down gracefully""], [""h2"", ""Milestone 6 \u2014 Test both seams and real HTTP""], [""h2"", ""Type-checker and runtime drills""], [""h2"", ""Production review""], [""h2"", ""Completion checkpoint""]]",940,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/builds/application/,200,9abc9e4a78660139254d0cf029786a57cb5c15a4ff4337854d7b4cb978672015,94,False,False,2,0,True,57,74,,en,200,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Build 3: validated HTTP application · TypeScript Course,55
after,https://typescript.robertdevore.com/lessons/generics/,content/lessons/11-generics.md,lessons,Design reusable functions whose outputs retain useful information about their inputs.,learn and practice,developers with basic programming familiarity,Generics & type relationships,Generics & type relationships,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,Generics & type relationships,"[[""h1"", ""Generics & type relationships""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",835,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/generics/,200,6b326cccc95d450df897052a1b1c634d74785afe3ff74ea2b7129b5c213cfa71,85,False,False,4,0,True,59,75,,en,200,Design reusable functions whose outputs retain useful information about their inputs.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Generics & type relationships · TypeScript Course,49
after,https://typescript.robertdevore.com/lessons/publishing/,content/lessons/28-publishing.md,lessons,"Test the tarball that consumers install, including exports, declarations, and compatibility.",learn and practice,developers with basic programming familiarity,Publishing typed packages,Publishing typed packages,Where you are;Mental model;Runtime and package-manager reality;TypeScript model;Working example;Package workflow;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Publishing typed packages,"[[""h1"", ""Publishing typed packages""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and package-manager reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Package workflow""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",732,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/publishing/,200,37d8054bf78dcdbb75fc12f9ae43e9cf7cc760067d445064fd6444258081a3d7,92,False,False,5,0,True,59,76,,en,200,"Test the tarball that consumers install, including exports, declarations, and compatibility.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Publishing typed packages · TypeScript Course,45
after,https://typescript.robertdevore.com/lessons/mapped-types/,content/lessons/13-mapped-types.md,lessons,Transform property types without confusing type changes with runtime changes.,learn and practice,developers with basic programming familiarity,Mapped types,Mapped types,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Mapped types,"[[""h1"", ""Mapped types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",793,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/mapped-types/,200,eb17088dd79b2d28653ce6488ef6213b18bcf1eca85eeac3537218afbb13891b,77,False,False,4,0,True,57,74,,en,200,Transform property types without confusing type changes with runtime changes.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Mapped types · TypeScript Course,32
after,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,content/lessons/06-interfaces-and-aliases.md,lessons,Choose interfaces or type aliases to suit your data and public APIs.,learn and practice,developers with basic programming familiarity,Interfaces & type aliases,Interfaces & type aliases,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Common failure modes;Exercise;Checkpoint;Sources,Interfaces & type aliases,"[[""h1"", ""Interfaces & type aliases""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",875,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,200,e23bbce0fc562e37a4a6ff3465e237561210487b33953d33de8635c44d8cf30b,68,False,False,4,0,True,58,75,,en,200,Choose interfaces or type aliases to suit your data and public APIs.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Interfaces & type aliases · TypeScript Course,45
after,https://typescript.robertdevore.com/lessons/http-clients/,content/lessons/22-http-clients.md,lessons,"Build an HTTP client that checks responses and handles failures, retries, and cancellation.",learn and practice,developers with basic programming familiarity,HTTP clients & external APIs,HTTP clients & external APIs,"Where you are;Mental model;JavaScript and HTTP reality;TypeScript model;Working example;Type-checker drill;Retry, pagination, and rate limits;Runtime drill;Exercise;Checkpoint;Sources",HTTP clients & external APIs,"[[""h1"", ""HTTP clients & external APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and HTTP reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Retry, pagination, and rate limits""], [""h2"", ""Runtime drill""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",817,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/http-clients/,200,c174502da87dd11f7afaabedf7e50cd7d6299bbec84dd1b1f8d2e0079f770898,91,False,False,4,0,True,57,74,,en,200,"Build an HTTP client that checks responses and handles failures, retries, and cancellation.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,HTTP clients & external APIs · TypeScript Course,48
