phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,duplicate_title,duplicate_description,issues,breadcrumbs,broken_external_links,broken_internal_links,canonical_target_status,content_hash,external_outbound_links,h1,heading_structure,image_count,indexable,internal_inbound_links,internal_outbound_links,local_status,missing_alt,missing_dimensions,modified_date,orphan,page_depth,production_status,published_date,schema_types,sitemap_included,word_count
after,https://typescript.robertdevore.com/course/,scripts/build.mjs,course,The complete learning path · TypeScript Course,46,"All 36 TypeScript lessons and five milestone builds in order, with local progress and clear checkpoints.",104,https://typescript.robertdevore.com/course/,,en,,The complete learning path · TypeScript Course,"All 36 TypeScript lessons and five milestone builds in order, with local progress and clear checkpoints.",https://typescript.robertdevore.com/course/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,True,0,0,200,41394209bbfaa57fa449d60abc97f74cbb95b84a22580d45cd4d4175fc02390d,2,Your TypeScriptlearning path.,"[[""h1"", ""Your TypeScriptlearning path.""], [""h2"", ""Foundations""], [""h2"", ""The type system""], [""h2"", ""Real applications""], [""h2"", ""Libraries & scale""], [""h2"", ""Advanced & production""]]",0,True,240,59,200,0,0,,False,1,200,,WebSite;CollectionPage;BreadcrumbList,True,315
after,https://typescript.robertdevore.com/tracks/,scripts/build.mjs,tracks,Optional specialization tracks · TypeScript Course,50,"Continue into backend, frontend, library, type-level, tooling, or enterprise TypeScript.",88,https://typescript.robertdevore.com/tracks/,,en,,Optional specialization tracks · TypeScript Course,"Continue into backend, frontend, library, type-level, tooling, or enterprise TypeScript.",https://typescript.robertdevore.com/tracks/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,True,0,0,200,9a7e08016ec69b0cacc3502bfea038ac0b92965694216689a96676d04292a058,2,Optional specialization tracks,"[[""h1"", ""Optional specialization tracks""], [""h2"", ""Backend TypeScript""], [""h2"", ""Frontend TypeScript""], [""h2"", ""Library engineering""], [""h2"", ""Type-level TypeScript""], [""h2"", ""Tooling & compiler APIs""], [""h2"", ""Monorepo & enterprise TypeScript""]]",0,True,51,28,200,0,0,,False,1,200,,WebSite;WebPage;BreadcrumbList,True,533
after,https://typescript.robertdevore.com/about/,scripts/build.mjs,about,About the course · TypeScript Course,36,How to study this independent TypeScript course and verify your work.,69,https://typescript.robertdevore.com/about/,,en,,About the course · TypeScript Course,How to study this independent TypeScript course and verify your work.,https://typescript.robertdevore.com/about/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,True,0,0,200,6c0b642fd7bfdf7f7836d0513849de34795250af4ac1dd6bee83cc70cb48d043,4,About the course,"[[""h1"", ""About the course""], [""h2"", ""How to study""], [""h2"", ""Get the runnable course""], [""h2"", ""Find an answer""], [""h2"", ""Progress and privacy""], [""h2"", ""Versions and sources""], [""h2"", ""Author and references""]]",0,True,99,22,200,0,0,,False,1,200,,WebSite;AboutPage;BreadcrumbList,True,520
after,https://typescript.robertdevore.com/builds/package-consumer/,content/builds/04-package-consumer.md,builds,Build 4: package & independent consumer · TypeScript Course,59,Prepare a releasable package and prove its runtime and declaration contracts from a fresh install.,98,https://typescript.robertdevore.com/builds/package-consumer/,,en,,Build 4: package & independent consumer · TypeScript Course,Prepare a releasable package and prove its runtime and declaration contracts from a fresh install.,https://typescript.robertdevore.com/builds/package-consumer/,website,https://typescript.robertdevore.com/assets/og/package-consumer.png,summary_large_image,False,False,,True,0,0,200,e93c0d95d6e9b25cba87c6a852681aeffaeaf48bca58d4cea45657550ba5011e,2,Build 4: package & independent consumer,"[[""h1"", ""Build 4: package & independent consumer""], [""h2"", ""The brief""], [""h2"", ""Milestone 1 \u2014 Define the support envelope""], [""h2"", ""Milestone 2 \u2014 Produce both artifacts""], [""h2"", ""Milestone 3 \u2014 Configure package exports""], [""h2"", ""Milestone 4 \u2014 Inspect the tarball""], [""h2"", ""Milestone 5 \u2014 Install outside the workspace""], [""h2"", ""Milestone 6 \u2014 Review compatibility""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Documentation and release notes""], [""h2"", ""Review rubric""], [""h2"", ""Completion checkpoint""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,839
after,https://typescript.robertdevore.com/builds/capstone/,content/builds/05-capstone.md,builds,Capstone: typed job execution platform · TypeScript Course,58,"Design, implement, test, package, and operate a complete job system through explicit milestones.",96,https://typescript.robertdevore.com/builds/capstone/,,en,,Capstone: typed job execution platform · TypeScript Course,"Design, implement, test, package, and operate a complete job system through explicit milestones.",https://typescript.robertdevore.com/builds/capstone/,website,https://typescript.robertdevore.com/assets/og/capstone.png,summary_large_image,False,False,,True,0,0,200,cf8d0c713a3a1e9880ed939bce9e73d44169dba3c9d0ddc841652de87487c585,2,Capstone: typed job execution platform,"[[""h1"", ""Capstone: typed job execution platform""], [""h2"", ""The brief""], [""h2"", ""Deliverables""], [""h2"", ""Milestone 1 \u2014 Model identity and state""], [""h2"", ""Milestone 2 \u2014 Establish runtime contracts""], [""h2"", ""Milestone 3 \u2014 Build the executor""], [""h2"", ""Milestone 4 \u2014 Persist and recover""], [""h2"", ""Milestone 5 \u2014 Expose HTTP and CLI adapters""], [""h2"", ""Milestone 6 \u2014 Package the owned contracts""], [""h2"", ""Milestone 7 \u2014 Own production lifecycle""], [""h2"", ""Milestone 8 \u2014 Release and defend the design""], [""h2"", ""Final review rubric""], [""h2"", ""Diagnostic challenge""], [""h2"", ""Completion checkpoint""]]",0,True,59,76,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,1350
after,https://typescript.robertdevore.com/builds/data-utility/,content/builds/01-data-utility.md,builds,Build 1: command-line data utility · TypeScript Course,54,"Parse a local job file, reject malformed input, and print an honest summary.",76,https://typescript.robertdevore.com/builds/data-utility/,,en,,Build 1: command-line data utility · TypeScript Course,"Parse a local job file, reject malformed input, and print an honest summary.",https://typescript.robertdevore.com/builds/data-utility/,website,https://typescript.robertdevore.com/assets/og/data-utility.png,summary_large_image,False,False,,True,0,0,200,da88f77e203787d55282acb0252b945c241c07dea5be698bd3f8c4061ac54527,2,Build 1: command-line data utility,"[[""h1"", ""Build 1: command-line data utility""], [""h2"", ""The brief""], [""h2"", ""Inputs and outputs""], [""h2"", ""Milestone 1 \u2014 Own the toolchain""], [""h2"", ""Milestone 2 \u2014 Parse unknown input""], [""h2"", ""Milestone 3 \u2014 Model outcomes""], [""h2"", ""Milestone 4 \u2014 Verify the process boundary""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Compare after implementation""], [""h2"", ""Review questions""], [""h2"", ""Completion checkpoint""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,888
after,https://typescript.robertdevore.com/builds/library-cli/,content/builds/02-library-cli.md,builds,Build 2: reusable library & CLI · TypeScript Course,51,"Extract domain behavior, preserve inference, and test both runtime and public type contracts.",93,https://typescript.robertdevore.com/builds/library-cli/,,en,,Build 2: reusable library & CLI · TypeScript Course,"Extract domain behavior, preserve inference, and test both runtime and public type contracts.",https://typescript.robertdevore.com/builds/library-cli/,website,https://typescript.robertdevore.com/assets/og/library-cli.png,summary_large_image,False,False,,True,0,0,200,3f19622165b9c4e6dfabb9e796ed65d4252577d02696713bb9f147fd9c19a3e3,2,Build 2: reusable library & CLI,"[[""h1"", ""Build 2: reusable library & CLI""], [""h2"", ""The brief""], [""h2"", ""Public domain contract""], [""h2"", ""Milestone 1 \u2014 Separate ownership""], [""h2"", ""Milestone 2 \u2014 Use precise results""], [""h2"", ""Milestone 3 \u2014 Add one justified generic""], [""h2"", ""Milestone 4 \u2014 Test runtime contracts""], [""h2"", ""Milestone 5 \u2014 Test type contracts""], [""h2"", ""Runtime-boundary drill""], [""h2"", ""Type-checker drill""], [""h2"", ""Compare after implementation""], [""h2"", ""Review rubric""], [""h2"", ""Completion checkpoint""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,883
after,https://typescript.robertdevore.com/builds/application/,content/builds/03-application.md,builds,Build 3: validated HTTP application · TypeScript Course,55,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",94,https://typescript.robertdevore.com/builds/application/,,en,,Build 3: validated HTTP application · TypeScript Course,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",https://typescript.robertdevore.com/builds/application/,website,https://typescript.robertdevore.com/assets/og/application.png,summary_large_image,False,False,,True,0,0,200,9abc9e4a78660139254d0cf029786a57cb5c15a4ff4337854d7b4cb978672015,2,Build 3: validated HTTP application,"[[""h1"", ""Build 3: validated HTTP application""], [""h2"", ""The brief""], [""h2"", ""Observable contract""], [""h2"", ""Milestone 1 \u2014 Parse startup configuration""], [""h2"", ""Milestone 2 \u2014 Build a trustworthy client""], [""h2"", ""Milestone 3 \u2014 Own application concurrency""], [""h2"", ""Milestone 4 \u2014 Make errors and logs useful""], [""h2"", ""Milestone 5 \u2014 Shut down gracefully""], [""h2"", ""Milestone 6 \u2014 Test both seams and real HTTP""], [""h2"", ""Type-checker and runtime drills""], [""h2"", ""Production review""], [""h2"", ""Completion checkpoint""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,940
after,https://typescript.robertdevore.com/search/,scripts/build.mjs,search,Search the course · TypeScript Course,37,"Search TypeScript concepts, compiler errors, and practical reference topics.",76,https://typescript.robertdevore.com/search/,"noindex,follow",en,,Search the course · TypeScript Course,"Search TypeScript concepts, compiler errors, and practical reference topics.",https://typescript.robertdevore.com/search/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,False,0,0,200,25119ca17d489a1f3680996f34b7bd73cbc3a56c46f8f3be35ea1788fef701fb,2,Search the course.,"[[""h1"", ""Search the course.""]]",0,False,101,19,200,0,0,,False,1,200,,,False,35
after,https://typescript.robertdevore.com/lessons/generics/,content/lessons/11-generics.md,lessons,Generics & type relationships · TypeScript Course,49,Design reusable functions whose outputs retain useful information about their inputs.,85,https://typescript.robertdevore.com/lessons/generics/,,en,,Generics & type relationships · TypeScript Course,Design reusable functions whose outputs retain useful information about their inputs.,https://typescript.robertdevore.com/lessons/generics/,website,https://typescript.robertdevore.com/assets/og/generics.png,summary_large_image,False,False,,True,0,0,200,6b326cccc95d450df897052a1b1c634d74785afe3ff74ea2b7129b5c213cfa71,4,Generics & type relationships,"[[""h1"", ""Generics & type relationships""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,59,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,835
after,https://typescript.robertdevore.com/lessons/publishing/,content/lessons/28-publishing.md,lessons,Publishing typed packages · TypeScript Course,45,"Test the tarball that consumers install, including exports, declarations, and compatibility.",92,https://typescript.robertdevore.com/lessons/publishing/,,en,,Publishing typed packages · TypeScript Course,"Test the tarball that consumers install, including exports, declarations, and compatibility.",https://typescript.robertdevore.com/lessons/publishing/,website,https://typescript.robertdevore.com/assets/og/publishing.png,summary_large_image,False,False,,True,0,0,200,37d8054bf78dcdbb75fc12f9ae43e9cf7cc760067d445064fd6444258081a3d7,5,Publishing typed packages,"[[""h1"", ""Publishing typed packages""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and package-manager reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Package workflow""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,76,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,732
after,https://typescript.robertdevore.com/lessons/mapped-types/,content/lessons/13-mapped-types.md,lessons,Mapped types · TypeScript Course,32,Transform property types without confusing type changes with runtime changes.,77,https://typescript.robertdevore.com/lessons/mapped-types/,,en,,Mapped types · TypeScript Course,Transform property types without confusing type changes with runtime changes.,https://typescript.robertdevore.com/lessons/mapped-types/,website,https://typescript.robertdevore.com/assets/og/mapped-types.png,summary_large_image,False,False,,True,0,0,200,eb17088dd79b2d28653ce6488ef6213b18bcf1eca85eeac3537218afbb13891b,4,Mapped types,"[[""h1"", ""Mapped types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,793
after,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,content/lessons/06-interfaces-and-aliases.md,lessons,Interfaces & type aliases · TypeScript Course,45,Choose interfaces or type aliases to suit your data and public APIs.,68,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,,en,,Interfaces & type aliases · TypeScript Course,Choose interfaces or type aliases to suit your data and public APIs.,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,website,https://typescript.robertdevore.com/assets/og/interfaces-and-aliases.png,summary_large_image,False,False,,True,0,0,200,e23bbce0fc562e37a4a6ff3465e237561210487b33953d33de8635c44d8cf30b,4,Interfaces & type aliases,"[[""h1"", ""Interfaces & type aliases""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,875
after,https://typescript.robertdevore.com/lessons/http-clients/,content/lessons/22-http-clients.md,lessons,HTTP clients & external APIs · TypeScript Course,48,"Build an HTTP client that checks responses and handles failures, retries, and cancellation.",91,https://typescript.robertdevore.com/lessons/http-clients/,,en,,HTTP clients & external APIs · TypeScript Course,"Build an HTTP client that checks responses and handles failures, retries, and cancellation.",https://typescript.robertdevore.com/lessons/http-clients/,website,https://typescript.robertdevore.com/assets/og/http-clients.png,summary_large_image,False,False,,True,0,0,200,c174502da87dd11f7afaabedf7e50cd7d6299bbec84dd1b1f8d2e0079f770898,4,HTTP clients & external APIs,"[[""h1"", ""HTTP clients & external APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and HTTP reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Retry, pagination, and rate limits""], [""h2"", ""Runtime drill""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,817
after,https://typescript.robertdevore.com/lessons/javascript-migration/,content/lessons/31-javascript-migration.md,lessons,Migrating JavaScript safely · TypeScript Course,47,"Adopt TypeScript a step at a time with checked JavaScript, JSDoc, and typed boundaries.",87,https://typescript.robertdevore.com/lessons/javascript-migration/,,en,,Migrating JavaScript safely · TypeScript Course,"Adopt TypeScript a step at a time with checked JavaScript, JSDoc, and typed boundaries.",https://typescript.robertdevore.com/lessons/javascript-migration/,website,https://typescript.robertdevore.com/assets/og/javascript-migration.png,summary_large_image,False,False,,True,0,0,200,25f933a0b014e4733a32c8679a764c4f0cb6d77e2f5c8b32828a0a3da7873c83,5,Migrating JavaScript safely,"[[""h1"", ""Migrating JavaScript safely""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""A gradual configuration""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,721
after,https://typescript.robertdevore.com/lessons/variance/,content/lessons/17-variance.md,lessons,Variance & function compatibility · TypeScript Course,53,Debug callback assignability using the values an implementation can actually handle.,84,https://typescript.robertdevore.com/lessons/variance/,,en,,Variance & function compatibility · TypeScript Course,Debug callback assignability using the values an implementation can actually handle.,https://typescript.robertdevore.com/lessons/variance/,website,https://typescript.robertdevore.com/assets/og/variance.png,summary_large_image,False,False,,True,0,0,200,e497149d52033d991cce2315a1cd8aba1999201c7f6b50513a08abf7dc4a026f,4,Variance & function compatibility,"[[""h1"", ""Variance & function compatibility""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,803
after,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,content/lessons/10-assertions-const-satisfies.md,lessons,"Assertions, as const & satisfies · TypeScript Course",52,"Compare annotations, assertions, const assertions, and satisfies.",65,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,,en,,"Assertions, as const & satisfies · TypeScript Course","Compare annotations, assertions, const assertions, and satisfies.",https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,website,https://typescript.robertdevore.com/assets/og/assertions-const-satisfies.png,summary_large_image,False,False,,True,0,0,200,a5ab07311b09087e2138a1a7007374645f79bc803f8bb05515312f469452ecc2,4,"Assertions, as const & satisfies","[[""h1"", ""Assertions, as const & satisfies""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,788
after,https://typescript.robertdevore.com/lessons/declaration-files/,content/lessons/27-declaration-files.md,lessons,Declaration files · TypeScript Course,37,"Read, write, and test declaration files that describe JavaScript APIs.",70,https://typescript.robertdevore.com/lessons/declaration-files/,,en,,Declaration files · TypeScript Course,"Read, write, and test declaration files that describe JavaScript APIs.",https://typescript.robertdevore.com/lessons/declaration-files/,website,https://typescript.robertdevore.com/assets/og/declaration-files.png,summary_large_image,False,False,,True,0,0,200,ea91eebd5a5832b69609842ac47af06d93bab6548020ba1db497c194b89c9e49,5,Declaration files,"[[""h1"", ""Declaration files""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,793
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,content/lessons/35-compiler-tooling.md,lessons,"Compiler, language service & LSP · TypeScript Course",52,Learn how the compiler and language service produce diagnostics and editor feedback.,84,https://typescript.robertdevore.com/lessons/compiler-tooling/,,en,,"Compiler, language service & LSP · TypeScript Course",Learn how the compiler and language service produce diagnostics and editor feedback.,https://typescript.robertdevore.com/lessons/compiler-tooling/,website,https://typescript.robertdevore.com/assets/og/compiler-tooling.png,summary_large_image,False,False,,True,0,0,200,0f42104fc33f4d5cf944c8a0ee96af1bb5d2ad80a53c49192ed1fdb900ff910a,5,"Compiler, language service & LSP","[[""h1"", ""Compiler, language service & LSP""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and tooling reality""], [""h2"", ""TypeScript 7 model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,59,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,755
after,https://typescript.robertdevore.com/lessons/runtime-validation/,content/lessons/20-runtime-validation.md,lessons,Runtime validation & trusted boundaries · TypeScript Course,59,Parse external data before using it as a trusted application value.,67,https://typescript.robertdevore.com/lessons/runtime-validation/,,en,,Runtime validation & trusted boundaries · TypeScript Course,Parse external data before using it as a trusted application value.,https://typescript.robertdevore.com/lessons/runtime-validation/,website,https://typescript.robertdevore.com/assets/og/runtime-validation.png,summary_large_image,False,False,,True,0,0,200,92f0ee89bb154cfe68a6467b8905ea693af734992579051109d021a521f0c761,4,Runtime validation & trusted boundaries,"[[""h1"", ""Runtime validation & trusted boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,74,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,814
after,https://typescript.robertdevore.com/lessons/library-design/,content/lessons/26-library-design.md,lessons,Designing library APIs · TypeScript Course,42,"Build APIs with useful inference, clear diagnostics, and stable behavior.",73,https://typescript.robertdevore.com/lessons/library-design/,,en,,Designing library APIs · TypeScript Course,"Build APIs with useful inference, clear diagnostics, and stable behavior.",https://typescript.robertdevore.com/lessons/library-design/,website,https://typescript.robertdevore.com/assets/og/library-design.png,summary_large_image,False,False,,True,0,0,200,840f9417797b21e0a80c5d1883b4570d0dbb89c1322766da06a895fb57e64e6d,4,Designing library APIs,"[[""h1"", ""Designing library APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,59,75,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,751
after,https://typescript.robertdevore.com/lessons/template-literal-types/,content/lessons/15-template-literal-types.md,lessons,Template literal types · TypeScript Course,42,Define event names and route patterns with string literal types.,64,https://typescript.robertdevore.com/lessons/template-literal-types/,,en,,Template literal types · TypeScript Course,Define event names and route patterns with string literal types.,https://typescript.robertdevore.com/lessons/template-literal-types/,website,https://typescript.robertdevore.com/assets/og/template-literal-types.png,summary_large_image,False,False,,True,0,0,200,172c7bf373970fc4be031055ed8cef90ea4676f95afec74df0125821082d6c31,3,Template literal types,"[[""h1"", ""Template literal types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,683
after,https://typescript.robertdevore.com/lessons/tsconfig/,content/lessons/18-tsconfig.md,lessons,Configuring TypeScript · TypeScript Course,42,"Choose compiler settings for your runtime, build, and packages.",63,https://typescript.robertdevore.com/lessons/tsconfig/,,en,,Configuring TypeScript · TypeScript Course,"Choose compiler settings for your runtime, build, and packages.",https://typescript.robertdevore.com/lessons/tsconfig/,website,https://typescript.robertdevore.com/assets/og/tsconfig.png,summary_large_image,False,False,,True,0,0,200,cb1121db242ec89fa2c4a984d4c2e90fc896f75054f3686eefc580579f2abcf6,4,Configuring TypeScript,"[[""h1"", ""Configuring TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,74,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,792
after,https://typescript.robertdevore.com/lessons/values-and-types/,content/lessons/02-values-and-types.md,lessons,JavaScript values & TypeScript types · TypeScript Course,56,Separate runtime values from static types and learn when inference is enough.,77,https://typescript.robertdevore.com/lessons/values-and-types/,,en,,JavaScript values & TypeScript types · TypeScript Course,Separate runtime values from static types and learn when inference is enough.,https://typescript.robertdevore.com/lessons/values-and-types/,website,https://typescript.robertdevore.com/assets/og/values-and-types.png,summary_large_image,False,False,,True,0,0,200,4dffbdaa16ac26a3e988ba358081457a764b83db11d14df78dd73f0fcc5bae38,4,JavaScript values & TypeScript types,"[[""h1"", ""JavaScript values & TypeScript types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,59,76,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,913
after,https://typescript.robertdevore.com/lessons/async/,content/lessons/21-async.md,lessons,Async TypeScript & cancellation · TypeScript Course,51,Understand promises and scheduling before modeling concurrent operations.,73,https://typescript.robertdevore.com/lessons/async/,,en,,Async TypeScript & cancellation · TypeScript Course,Understand promises and scheduling before modeling concurrent operations.,https://typescript.robertdevore.com/lessons/async/,website,https://typescript.robertdevore.com/assets/og/async.png,summary_large_image,False,False,,True,0,0,200,10743462fd54878664476ceb6e185d2dbe00493344e51e774e4e6aa309e09208,4,Async TypeScript & cancellation,"[[""h1"", ""Async TypeScript & cancellation""], [""h2"", ""Where you are""], [""h2"", ""JavaScript reality""], [""h2"", ""Mental model""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Async iteration and streams""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,804
